userId,UTag,TUTag,TagU,MonthU
81996,0.00005116,0.074,0.00002588,0.07249
81998,0.00005116,0.0003,0.00002588,0.09322
131152,0.0001535,0.0076,0.00007763,0.09017
32851,0.0001023,0.0527,0.00005175,0.05858
131156,0.0007675,0.0261,0.0004917,0.09017
114771,0.001126,0.0301,0.002174,0.08426
114773,0.00005116,0.0003,0.00002588,0.1026
16472,0.00005116,0.0006,0.00002588,0.08340
49243,0.0001023,0.0246,0.0001553,0.09322
82012,0.0001535,0.008,0.0001294,0.09322
114779,0.0003581,0.0313,0.0002329,0.07063
96,0.00005116,0.0161,0.0004140,0.09017
98412,0.0001535,0.014,0.0001811,0.09322
65648,0.0002558,0.0072,0.0001294,0.09017
49267,0.00005116,0.0833,0.00002588,0.07195
98420,0.0001535,0.0595,0.00007763,0.1026
16501,0.00005116,0.0009,0.00002588,0.07063
121,0.0008186,0.0182,0.001346,0.09017
131193,0.00005116,0.0307,0.00007763,0.08340
49276,0.0007163,0.0069,0.0003623,0.07249
16509,0.0003070,0.0134,0.0002070,0.09322
129,0.001228,0.02,0.002769,0.09322
65666,0.00005116,0.015,0.0001035,0.09322
82049,0.0006140,0.0444,0.0005952,0.08426
133,0.0001023,0.0388,0.0002588,0.08426
65670,0.003837,0.0349,0.001164,0.09322
98443,0.0008186,0.0329,0.0009575,0.09322
82064,0.00005116,0.0769,0.00002588,0.1083
49300,0.0001023,0.0189,0.0001035,0.08876
65688,0.00005116,0.0003,0.00002588,0.07249
16539,0.00005116,0.0223,0.0001035,0.07249
131228,0.002609,0.021,0.004347,0.09322
49307,0.01269,0.017,0.00005175,0.09322
49311,0.0001023,0.0421,0.0001035,0.07195
131236,0.0001535,0.0456,0.0003623,0.1026
49317,0.0001535,0.0277,0.0001035,0.07063
98474,0.0007675,0.0093,0.0004399,0.1026
131242,0.0001535,0.0018,0.00002588,0.1026
16555,0.002609,0.0164,0.004166,0.09322
32941,0.0001023,0.0138,0.0001035,0.09017
16559,0.00005116,0.0532,0.00002588,0.09322
82097,0.00005116,0.0009,0.00002588,0.07565
65714,0.002251,0.0543,0.0007504,0.08426
131255,0.00005116,0.0094,0.00002588,0.09322
49337,0.0001023,0.0208,0.0001035,0.1026
190,0.0001535,0.0716,0.00007763,0.09322
98494,0.001074,0.0075,0.0005693,0.1026
82110,0.0001023,0.0328,0.0001553,0.1026
16577,0.00005116,0.0056,0.00007763,0.09322
32964,0.00005116,0.0295,0.0001811,0.1026
16581,0.00005116,0.0195,0.00002588,0.07249
98506,0.0002047,0.0163,0.0002329,0.07565
65740,0.0005116,0.0378,0.0005693,0.09322
205,0.00005116,0.001,0.00005175,0.1026
32973,0.00005116,0.0296,0.00002588,0.08340
98510,0.00005116,0.0391,0.00002588,0.07249
208,0.0002558,0.0002,0.0001553,0.09322
16589,0.0001023,0.0418,0.0003364,0.1083
114898,0.0002558,0.015,0.0001294,0.09017
49365,0.0002047,0.0557,0.0001035,0.05858
82134,0.003837,0.0133,0.001734,0.07249
131293,0.002456,0.014,0.001061,0.09322
65758,0.0004093,0.0087,0.0001811,0.05858
98527,0.00005116,0.0115,0.00002588,0.07565
16606,0.00005116,0.0003,0.00002588,0.1026
114911,0.0001023,0.0392,0.0002070,0.1083
65767,0.0005628,0.0334,0.0006211,0.07195
16617,0.00005116,0.0532,0.00002588,0.1026
33003,0.005884,0.0177,0.005046,0.09322
131307,0.0001023,0.0252,0.0006211,0.07063
98541,0.01734,0.0011,0.0005693,0.09322
82155,0.0003581,0.0098,0.0002846,0.09322
114923,0.00005116,0.0833,0.00002588,0.07565
82157,0.00005116,0.0178,0.00002588,0.09017
82163,0.00005116,0.0331,0.00007763,0.07195
65780,0.00005116,0.0365,0.00002588,0.05858
98548,0.0005116,0.0123,0.0003364,0.07249
33014,0.0002047,0.017,0.00007763,0.07195
131321,0.00005116,0.0165,0.00002588,0.08876
49401,0.00005116,0.0044,0.00002588,0.07063
114937,0.001791,0.0157,0.0003364,0.09017
49406,0.0001023,0.0233,0.0001035,0.09017
131327,0.00005116,0.0045,0.00002588,0.08876
82174,0.0001535,0.0135,0.0001553,0.08876
131331,0.0004093,0.0162,0.0003364,0.1026
131333,0.00005116,0.0004,0.00002588,0.1026
49414,0.00005116,0.004,0.00005175,0.07249
16649,0.0001023,0.0012,0.0001553,0.08426
49420,0.001995,0.038,0.0008022,0.1026
271,0.00005116,0.0155,0.00002588,0.08426
131347,0.0001023,0.0001,0.00005175,0.1026
49428,0.0001023,0.0001,0.00005175,0.09322
279,0.0002047,0.0178,0.0006469,0.09322
131351,0.0006140,0.0457,0.0007504,0.1083
114967,0.00005116,0.0644,0.00002588,0.07565
82202,0.0002047,0.017,0.0004140,0.09017
98587,0.0001023,0.041,0.0001294,0.07195
16667,0.0006651,0.048,0.0005952,0.08426
33059,0.00005116,0.0238,0.00002588,0.07249
82211,0.0002558,0.0204,0.0001294,0.08426
98597,0.00005116,0.0004,0.00002588,0.08340
16676,0.0004093,0.0016,0.0005952,0.09322
98601,0.001330,0.0271,0.001242,0.08426
82219,0.00005116,0.0001,0.00002588,0.1026
16686,0.00005116,0.0515,0.00005175,0.09017
16687,0.0008698,0.0173,0.001449,0.09017
49455,0.00005116,0.0313,0.00002588,0.08426
16696,0.002149,0.0222,0.003054,0.08876
316,0.0001023,0.0088,0.0001035,0.08340
318,0.0001023,0.0403,0.0001553,0.09322
320,0.0005116,0.0227,0.0001035,0.08426
131393,0.00005116,0.0281,0.0001035,0.07249
33092,0.0001023,0.0006,0.00005175,0.07249
115014,0.0004093,0.0242,0.0009057,0.09322
65863,0.0001535,0.0216,0.0002329,0.07249
115018,0.00005116,0.0098,0.0001035,0.07063
65867,0.00005116,0.0622,0.00007763,0.1026
131403,0.0002558,0.0045,0.0002070,0.09322
82253,0.00005116,0.0001,0.00002588,0.05858
131407,0.0001535,0.0122,0.0001811,0.1026
65874,0.0002558,0.0442,0.0003623,0.07195
49490,0.002251,0.017,0.0004917,0.07249
98644,0.0004093,0.02,0.0002070,0.07249
98645,0.00005116,0.0281,0.00007763,0.07565
342,0.003019,0.0263,0.004865,0.09322
131412,0.001126,0.0288,0.001656,0.08426
16724,0.02190,0.0122,0.02029,0.09322
115029,0.0005628,0.0302,0.0002329,0.07249
49499,0.0008698,0.0351,0.002044,0.09322
348,0.01018,0.0057,0.0004140,0.09322
98652,0.0001023,0.0491,0.0001553,0.09322
49502,0.00005116,0.0005,0.00002588,0.05858
33119,0.00005116,0.0271,0.00007763,0.1026
131425,0.003684,0.0285,0.002924,0.09322
82277,0.0001535,0.0328,0.0001294,0.05858
16742,0.00005116,0.0509,0.0001035,0.07063
359,0.01023,0.0002,0.005408,0.09322
16745,0.0003070,0.0098,0.0008798,0.07195
49517,0.00005116,0.0194,0.00007763,0.09322
131439,0.0002558,0.0014,0.0001553,0.09322
65904,0.0001535,0.0522,0.00007763,0.09017
82287,0.00005116,0.1095,0.00002588,0.07249
370,0.002507,0.0132,0.001811,0.09322
65908,0.0007163,0.0264,0.0007763,0.05858
16757,0.0007675,0.014,0.0007504,0.1083
49526,0.00005116,0.0004,0.00002588,0.1026
65913,0.0003581,0.0393,0.0007246,0.05858
49531,0.002865,0.0161,0.003312,0.09322
82301,0.0001023,0.0005,0.00007763,0.08426
65918,0.00005116,0.0069,0.00002588,0.07565
131455,0.00005116,0.0041,0.00002588,0.09322
16766,0.001074,0.0288,0.001889,0.08426
82307,0.00005116,0.028,0.00007763,0.05858
395,0.00005116,0.0067,0.00002588,0.08340
98699,0.00005116,0.0191,0.00002588,0.07565
16779,0.00005116,0.0018,0.00002588,0.1083
49548,0.0001535,0.0275,0.0002588,0.1083
98704,0.0008698,0.0016,0.0003623,0.07063
65937,0.0002558,0.0609,0.0001294,0.09017
49552,0.00005116,0.0203,0.00002588,0.09322
16785,0.0002558,0.0141,0.0001035,0.08426
49554,0.00005116,0.0001,0.00002588,0.08876
33173,0.0001023,0.0053,0.00005175,0.08426
115094,0.0002047,0.009,0.0001553,0.07063
115095,0.001177,0.018,0.0005693,0.07249
409,0.0002558,0.0353,0.0004399,0.1083
65947,0.002098,0.0275,0.004684,0.08340
33182,0.0001023,0.0068,0.00007763,0.07249
33186,0.00005116,0.0327,0.00002588,0.07565
82339,0.0005628,0.0367,0.001113,0.07195
65957,0.00005116,0.0001,0.00002588,0.08426
98726,0.00005116,0.0231,0.00002588,0.05858
33200,0.00005116,0.0018,0.00002588,0.07565
98741,0.002200,0.032,0.001449,0.09322
16824,0.0001023,0.0093,0.00007763,0.07565
82361,0.00005116,0.0265,0.00007763,0.1026
49598,0.00005116,0.0472,0.00002588,0.07565
16832,0.0003070,0.0366,0.0005434,0.07195
49602,0.008493,0.0182,0.008643,0.09322
451,0.0001023,0.0302,0.0002070,0.08426
98756,0.0001535,0.0481,0.0001811,0.09322
33221,0.00005116,0.0593,0.00002588,0.1026
82370,0.00005116,0.0008,0.00002588,0.08876
115140,0.00005116,0.0101,0.00002588,0.08426
49607,0.0001023,0.0042,0.00005175,0.09017
33226,0.0003581,0.0033,0.0001035,0.1026
460,0.00005116,0.0001,0.00002588,0.08426
65997,0.001381,0.0205,0.001915,0.09322
131533,0.00005116,0.0002,0.00007763,0.08876
131537,0.0007163,0.0346,0.001527,0.07249
115153,0.001330,0.0289,0.002407,0.09322
66004,0.0001535,0.0442,0.0001553,0.1026
469,0.0004605,0.0345,0.0006987,0.1026
82388,0.001023,0.0335,0.002665,0.07249
471,0.0001023,0.0002,0.00005175,0.1026
82389,0.00005116,0.0092,0.00002588,0.08340
131545,0.00005116,0.0017,0.00002588,0.09017
115164,0.00005116,0.0023,0.00002588,0.08340
98781,0.001177,0.0243,0.003649,0.09322
16861,0.0002047,0.0156,0.0001035,0.1026
33247,0.00005116,0.0001,0.00002588,0.07195
16865,0.0003070,0.0118,0.0003364,0.09017
482,0.00005116,0.0187,0.00002588,0.07249
98788,0.0003581,0.0264,0.0006728,0.07249
33255,0.003326,0.0075,0.001656,0.09017
98792,0.0003581,0.0395,0.0008281,0.07063
489,0.00005116,0.0009,0.00002588,0.09322
33257,0.00005116,0.012,0.00007763,0.09017
66027,0.0002047,0.0123,0.0003623,0.1083
66028,0.00005116,0.0567,0.00005175,0.07565
16872,0.0002047,0.0056,0.0002070,0.09017
16873,0.0007163,0.0291,0.001294,0.09322
49642,0.00005116,0.0001,0.00002588,0.08876
82410,0.0001023,0.0102,0.00005175,0.07195
115176,0.001330,0.0241,0.002329,0.08876
49649,0.0001023,0.0442,0.00007763,0.1026
82418,0.0001535,0.0037,0.0001811,0.1026
500,0.0001023,0.0024,0.00007763,0.1083
16883,0.0002558,0.0414,0.0002846,0.07195
82421,0.00005116,0.0006,0.00002588,0.07063
505,0.002507,0.0403,0.001630,0.09017
82428,0.00005116,0.0051,0.00007763,0.1083
49663,0.0001023,0.0308,0.0001035,0.09322
115199,0.0001535,0.003,0.00007763,0.1026
66049,0.002558,0.0238,0.0007763,0.09322
131585,0.003479,0.0322,0.0005434,0.07195
49666,0.0001023,0.0015,0.00005175,0.1083
82434,0.0008698,0.0015,0.0003105,0.07249
33285,0.0001023,0.0276,0.0003105,0.07565
115202,0.00005116,0.0288,0.0002070,0.08426
82439,0.00005116,0.0777,0.00002588,0.08876
82440,0.0001535,0.0456,0.00007763,0.08340
66059,0.0001023,0.0169,0.0001294,0.09017
115213,0.0002558,0.0204,0.0002588,0.07195
131604,0.0001023,0.0909,0.00002588,0.09017
66069,0.0001023,0.0683,0.00002588,0.07249
534,0.0008186,0.0297,0.001371,0.1083
98838,0.00005116,0.0154,0.00002588,0.09017
115222,0.001381,0.0426,0.0008281,0.09322
131609,0.0001023,0.0005,0.0001035,0.08426
16920,0.0003070,0.0183,0.0004917,0.09322
49690,0.0001535,0.0098,0.0002329,0.09322
540,0.0001023,0.0228,0.0001035,0.08426
131613,0.0001023,0.0035,0.0001035,0.09322
115226,0.0007675,0.0204,0.0003364,0.05858
131615,0.003274,0.019,0.004270,0.09322
131616,0.00005116,0.0242,0.00002588,0.09017
49697,0.0001023,0.0515,0.0001035,0.09322
82466,0.00005116,0.0323,0.00002588,0.07063
131620,0.02108,0.0117,0.01522,0.09322
82468,0.00005116,0.0644,0.00002588,0.08876
16936,0.003377,0.0287,0.002821,0.08426
131625,0.00005116,0.0296,0.00002588,0.05858
82472,0.007265,0.0072,0.002251,0.09017
33323,0.01335,0.0056,0.02344,0.09322
66092,0.0004605,0.0273,0.0004140,0.09017
16938,0.0002558,0.0012,0.0002588,0.1026
558,0.003428,0.0118,0.0005175,0.07565
131630,0.00005116,0.014,0.00007763,0.1026
16939,0.0001023,0.0331,0.00007763,0.09017
82477,0.00005116,0.006,0.00005175,0.08876
49712,0.00005116,0.0018,0.00002588,0.08876
98871,0.0003581,0.0028,0.0002588,0.09322
570,0.0001023,0.0255,0.0003105,0.08426
98880,0.00005116,0.083,0.00007763,0.1026
82497,0.0004605,0.0161,0.0005952,0.09322
115265,0.003991,0.0181,0.006288,0.07195
66115,0.00005116,0.0296,0.00007763,0.1026
131651,0.0002558,0.0084,0.0001294,0.09322
115268,0.0001535,0.0002,0.00005175,0.07249
82503,0.0003581,0.0162,0.0004917,0.05858
98888,0.00005116,0.0072,0.00002588,0.08340
586,0.0001023,0.0111,0.0001553,0.07195
49738,0.00005116,0.0127,0.00002588,0.08426
98892,0.0001023,0.0618,0.0001035,0.09017
33357,0.0004605,0.0271,0.0007246,0.09322
98893,0.00005116,0.0357,0.00007763,0.09322
16972,0.0001535,0.0122,0.00007763,0.08876
82513,0.00005116,0.0909,0.00002588,0.07195
82514,0.00005116,0.0181,0.00002588,0.08340
115286,0.00005116,0.0004,0.00002588,0.08340
16983,0.00005116,0.0588,0.00002588,0.1083
49755,0.00005116,0.0095,0.0001035,0.08876
66143,0.0003070,0.0006,0.00007763,0.1026
98915,0.00005116,0.0068,0.00007763,0.09017
619,0.004758,0.0128,0.004632,0.07249
115312,0.0003070,0.0071,0.0001553,0.07565
631,0.001484,0.0279,0.001863,0.09322
33406,0.0002558,0.0506,0.0002070,0.07565
131710,0.0002047,0.0224,0.0002846,0.1026
131711,0.0002558,0.0552,0.0002070,0.09017
17022,0.0001023,0.0065,0.00007763,0.09017
98946,0.0003581,0.0067,0.0003364,0.1026
115334,0.0001023,0.0133,0.0001294,0.07249
33417,0.00005116,0.0509,0.00007763,0.05858
98953,0.0001023,0.0195,0.0001035,0.08426
131725,0.0001023,0.0001,0.00002588,0.09322
49806,0.0007163,0.014,0.0004399,0.07249
131727,0.001074,0.0004,0.00005175,0.1026
17039,0.00005116,0.0322,0.00002588,0.08426
66193,0.0009721,0.0202,0.0008022,0.1026
131730,0.0001023,0.0019,0.00005175,0.08426
17043,0.00005116,0.0013,0.00007763,0.09322
82580,0.0001023,0.0099,0.00005175,0.09017
115349,0.00005116,0.0491,0.00002588,0.05858
662,0.0001535,0.0012,0.00005175,0.07565
33434,0.00005116,0.0235,0.00007763,0.09322
98973,0.0001023,0.0088,0.0001035,0.07195
17054,0.00005116,0.0532,0.00002588,0.09017
115359,0.00005116,0.0004,0.00002588,0.1026
33440,0.0001023,0.0003,0.0001035,0.09017
131746,0.00005116,0.0004,0.0001294,0.07565
17058,0.0003581,0.0319,0.0007246,0.07249
49826,0.0001535,0.0226,0.0001035,0.09017
115364,0.0003070,0.0004,0.0001811,0.08426
98982,0.0002047,0.0353,0.0002588,0.09322
49830,0.00005116,0.0244,0.00002588,0.09017
33452,0.0005116,0.0324,0.001527,0.07249
49836,0.0001535,0.0005,0.0001035,0.1026
115372,0.0001535,0.0084,0.0001035,0.09017
33459,0.0001023,0.0321,0.0001035,0.09017
693,0.001535,0.0445,0.001009,0.07565
694,0.0002047,0.0359,0.0001035,0.08876
17078,0.00005116,0.0001,0.00002588,0.07195
700,0.00005116,0.0182,0.00005175,0.07249
49857,0.00005116,0.0001,0.00002588,0.08340
707,0.00005116,0.0257,0.00007763,0.1026
99015,0.0009721,0.0225,0.0004658,0.1083
131784,0.00005116,0.0028,0.00002588,0.07063
49863,0.001433,0.0247,0.001553,0.09322
49865,0.0001023,0.0079,0.00005175,0.07063
66252,0.0008186,0.0288,0.0006987,0.07249
17101,0.00005116,0.0096,0.00005175,0.07195
115408,0.0003070,0.0383,0.0002329,0.07249
33490,0.00005116,0.0001,0.00002588,0.1026
17106,0.0002047,0.0748,0.0001035,0.09322
82642,0.0003070,0.0125,0.0003105,0.09322
66263,0.0003581,0.0035,0.0001035,0.1083
82647,0.001177,0.0136,0.0004399,0.07249
729,0.0001535,0.0174,0.0001294,0.1083
17112,0.0001535,0.0333,0.0003623,0.07063
115416,0.0001535,0.0103,0.0001553,0.07195
115422,0.00005116,0.0046,0.00005175,0.09322
115423,0.00005116,0.0001,0.00002588,0.07063
115424,0.00005116,0.0028,0.00005175,0.1026
82658,0.0002558,0.0009,0.0001294,0.09322
739,0.001126,0.0207,0.001475,0.09322
741,0.00005116,0.0432,0.00002588,0.05858
49893,0.0001535,0.0411,0.0003882,0.1083
66279,0.00005116,0.0369,0.00005175,0.07195
17127,0.0006651,0.0187,0.002225,0.08426
66281,0.001637,0.0186,0.0006469,0.09017
66282,0.00005116,0.0081,0.00002588,0.08426
82668,0.0002047,0.0042,0.0001294,0.07249
33518,0.00005116,0.0036,0.00002588,0.07195
131822,0.00005116,0.0005,0.00007763,0.08426
17136,0.00005116,0.0008,0.00002588,0.07249
131829,0.009721,0.0202,0.003028,0.09322
131835,0.0002558,0.0265,0.0003623,0.09322
768,0.0001023,0.0079,0.00007763,0.07249
66304,0.0001023,0.0135,0.0001294,0.07063
770,0.0001023,0.0259,0.0004140,0.05858
66305,0.00005116,0.0003,0.00002588,0.08426
17154,0.0002047,0.0575,0.0001294,0.1026
99078,0.0001023,0.0177,0.0001294,0.07565
131846,0.00005116,0.0001,0.00002588,0.07565
49927,0.001177,0.0305,0.001009,0.08426
49928,0.0002558,0.0282,0.0002588,0.09017
115473,0.0001023,0.0258,0.00005175,0.07565
786,0.00005116,0.0074,0.00007763,0.1026
787,0.00005116,0.0003,0.00005175,0.09017
131858,0.0001023,0.0008,0.0005175,0.07195
66325,0.00005116,0.0024,0.00002588,0.1083
99093,0.0003070,0.0143,0.001035,0.09322
99096,0.00005116,0.0005,0.00002588,0.08340
17179,0.001740,0.0336,0.001009,0.08876
82715,0.00005116,0.0038,0.00002588,0.09322
82720,0.0001535,0.0208,0.0001553,0.09322
66338,0.002302,0.0222,0.001889,0.09017
99109,0.0002047,0.0081,0.0001035,0.09322
49958,0.0007675,0.0244,0.001164,0.1026
33575,0.00005116,0.0033,0.00002588,0.07195
99112,0.00005116,0.0288,0.00007763,0.09017
115495,0.0001535,0.0077,0.0002070,0.09322
17192,0.0001535,0.0262,0.0002588,0.09322
17194,0.0004093,0.0267,0.0002329,0.05858
33580,0.004502,0.0292,0.002795,0.08426
115500,0.00005116,0.0017,0.00002588,0.08426
115501,0.0009721,0.0207,0.0005693,0.07195
115502,0.009210,0.0102,0.004813,0.09322
131888,0.00005116,0.0188,0.00005175,0.08340
66353,0.0003070,0.0093,0.0002329,0.07565
115506,0.0002047,0.0005,0.0001035,0.09322
819,0.00005116,0.0001,0.00002588,0.08340
115508,0.0002047,0.0135,0.0001035,0.09322
99126,0.00005116,0.0158,0.00002588,0.08876
131894,0.0001535,0.002,0.0001035,0.05858
17207,0.004400,0.0252,0.004606,0.09322
66362,0.0001023,0.0141,0.0002846,0.07249
82747,0.0004605,0.0296,0.0004140,0.08426
131900,0.01463,0.0171,0.01340,0.09322
829,0.00005116,0.0003,0.00002588,0.08340
82752,0.00005116,0.0106,0.00002588,0.1083
33601,0.001688,0.0336,0.001242,0.07195
17217,0.00005116,0.0647,0.00005175,0.07195
131910,0.01827,0.0124,0.005952,0.09322
115527,0.00005116,0.0032,0.00002588,0.08340
99149,0.0001535,0.0207,0.00007763,0.09322
82771,0.0001023,0.0531,0.0001035,0.08426
115539,0.00005116,0.0002,0.00005175,0.08876
66392,0.00005116,0.0281,0.00002588,0.09017
66393,0.0001023,0.0123,0.0001553,0.08340
858,0.0001023,0.0018,0.00002588,0.08340
99164,0.00005116,0.0001,0.00002588,0.1026
17244,0.00005116,0.0104,0.00002588,0.07249
82784,0.00005116,0.0138,0.00002588,0.09017
66402,0.00005116,0.0001,0.00002588,0.07565
50018,0.00005116,0.0002,0.00007763,0.09322
50019,0.0007675,0.0268,0.002329,0.1026
50024,0.00005116,0.0023,0.00002588,0.07565
66413,0.0001023,0.0427,0.0001294,0.1026
33646,0.0001023,0.0109,0.00007763,0.07063
66416,0.00005116,0.0047,0.00005175,0.1083
66422,0.00005116,0.0015,0.00005175,0.09322
887,0.00005116,0.0188,0.00007763,0.1026
888,0.00005116,0.0141,0.00005175,0.09017
17273,0.00005116,0.0206,0.00002588,0.1083
82811,0.0001535,0.0273,0.0001035,0.1083
131965,0.0001023,0.0124,0.00005175,0.09322
17278,0.00005116,0.0491,0.00002588,0.07195
115584,0.00005116,0.0063,0.00002588,0.1026
17281,0.00005116,0.0243,0.00007763,0.09017
33671,0.0002047,0.0241,0.0004399,0.07249
115592,0.0005628,0.0204,0.0006987,0.09017
99210,0.003019,0.0242,0.003545,0.09322
17291,0.0001023,0.0132,0.0001553,0.07063
910,0.003428,0.0094,0.0006469,0.09322
50064,0.0002558,0.0222,0.0001294,0.09322
115606,0.002609,0.024,0.001009,0.07249
66455,0.01755,0.0185,0.008643,0.09322
99224,0.0002047,0.0246,0.0001035,0.07063
50071,0.00005116,0.0004,0.00002588,0.07249
33690,0.0001535,0.0196,0.0002070,0.09322
115609,0.002865,0.0157,0.001164,0.09322
115611,0.001074,0.0046,0.001682,0.09322
33694,0.00005116,0.0182,0.00002588,0.1083
115615,0.00005116,0.044,0.00002588,0.07063
115620,0.00005116,0.0003,0.00002588,0.1026
17318,0.00005116,0.0536,0.00005175,0.09017
17319,0.0001535,0.0274,0.00007763,0.07195
17320,0.00005116,0.0455,0.0001553,0.08876
115625,0.0001023,0.0012,0.00007763,0.07063
99254,0.00005116,0.0027,0.00002588,0.09017
66489,0.0002047,0.0374,0.0003364,0.09017
33726,0.0007163,0.0324,0.0002588,0.09322
82880,0.001228,0.0222,0.001527,0.08340
33729,0.0001023,0.0054,0.0001294,0.08426
66499,0.00005116,0.0463,0.00005175,0.1026
964,0.001126,0.027,0.003571,0.07249
132037,0.001535,0.0153,0.0005952,0.07063
99270,0.0001023,0.0018,0.0003882,0.1026
115651,0.00005116,0.0018,0.00002588,0.07195
33736,0.04508,0.0173,0.0002329,0.09322
969,0.001279,0.0258,0.0009575,0.09017
115652,0.00005116,0.005,0.00005175,0.08426
971,0.0001023,0.0004,0.00002588,0.08340
82889,0.001433,0.0294,0.001501,0.05858
975,0.0005116,0.0101,0.0001294,0.07249
33747,0.0002558,0.0264,0.0002846,0.09017
132051,0.0001023,0.027,0.00005175,0.09017
17364,0.0004093,0.0036,0.00007763,0.07565
115669,0.0006140,0.0175,0.0008022,0.09322
33751,0.00005116,0.0011,0.00007763,0.1026
33752,0.00005116,0.0117,0.00002588,0.05858
99290,0.0001535,0.0178,0.0003623,0.1026
82909,0.0003581,0.0029,0.0001553,0.09322
132062,0.00005116,0.0763,0.00007763,0.09017
115679,0.006805,0.0173,0.009549,0.1026
132073,0.005372,0.0196,0.002458,0.09017
33775,0.001381,0.0169,0.001889,0.07249
82927,0.001023,0.0257,0.002122,0.09322
1015,0.001944,0.0003,0.00007763,0.1026
99320,0.0004605,0.0111,0.0001553,0.1026
50168,0.02650,0.0029,0.0002329,0.09322
50169,0.00005116,0.0388,0.0001035,0.1026
82936,0.0001023,0.0095,0.00005175,0.09322
115714,0.00005116,0.0017,0.00002588,0.07565
50179,0.0004605,0.0184,0.0008022,0.09322
33799,0.0002047,0.0006,0.00002588,0.1026
66568,0.003019,0.0341,0.0008539,0.08340
132108,0.00005116,0.0133,0.00005175,0.1083
66574,0.0003581,0.0208,0.0001811,0.08876
99342,0.005628,0.0255,0.003675,0.07195
66576,0.0001023,0.0004,0.00005175,0.08876
50192,0.0001535,0.0005,0.00007763,0.09322
17434,0.00005116,0.0949,0.00002588,0.05858
17435,0.0003581,0.0681,0.0001811,0.08426
82971,0.00005116,0.007,0.00002588,0.07565
115742,0.001433,0.0064,0.002070,0.08426
33826,0.0001535,0.0305,0.0004917,0.1026
50211,0.00005116,0.0177,0.00005175,0.1026
132132,0.0002047,0.0236,0.0002588,0.1026
82981,0.00005116,0.0777,0.00002588,0.09322
33833,0.0001535,0.0036,0.0001035,0.1026
115767,0.00005116,0.0006,0.00002588,0.1026
66620,0.0001535,0.0091,0.00007763,0.05858
99391,0.0001023,0.0008,0.0001294,0.1083
17475,0.003326,0.0247,0.003675,0.09017
33860,0.0001535,0.0348,0.00007763,0.09322
17479,0.0001023,0.0427,0.00005175,0.1026
66635,0.004502,0.0157,0.007039,0.09322
33871,0.0006140,0.0256,0.0003623,0.08340
17488,0.00005116,0.0309,0.0002070,0.1026
50257,0.00005116,0.0446,0.00005175,0.05858
83024,0.001688,0.0223,0.001915,0.09322
66649,0.004349,0.0221,0.001035,0.07249
132187,0.02318,0.0146,0.003468,0.09322
17503,0.00005116,0.0001,0.00002588,0.1026
115807,0.0001023,0.002,0.0001294,0.07565
132195,0.03060,0.0205,0.003649,0.09322
50275,0.00005116,0.0003,0.00002588,0.09017
99429,0.0003070,0.0276,0.0002846,0.05858
132198,0.0001535,0.0012,0.0001553,0.07565
